,customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,totalCharges_tenure_ratio
1045,2620,43,1,0,3,99.3,4209.95,0,97.90581395348836
1046,6363,52,1,2,0,74.0,3877.65,0,74.57019230769231
1047,1301,3,1,0,1,50.25,152.3,0,50.76666666666667
1048,897,29,1,2,1,19.8,572.2,0,19.731034482758623
1049,5290,1,1,0,1,19.65,19.65,1,19.65
1050,50,12,0,0,2,43.65,526.95,1,43.9125
1051,4125,16,0,0,0,35.5,552.7,0,34.54375
1052,6232,40,1,2,1,80.75,3208.65,0,80.21625
1053,2008,5,0,0,2,39.5,210.75,1,42.15
1054,6999,40,1,0,3,97.1,3706.95,1,92.67375
1055,2259,36,1,2,1,19.55,620.75,0,17.243055555555557
1056,4643,5,1,0,2,80.0,412.5,1,82.5
1057,6725,10,1,0,1,84.7,832.05,1,83.205
1058,3697,2,1,0,3,89.55,185.55,1,92.775
1059,971,23,1,0,2,90.6,1943.2,1,84.48695652173913
1060,5062,26,1,2,3,20.05,505.9,0,19.457692307692305
1061,1866,72,1,1,2,112.4,8046.85,0,111.76180555555555
1062,972,34,1,0,3,50.2,1815.3,0,53.391176470588235
1063,2472,10,1,0,3,62.25,612.95,0,61.295
1064,3014,14,1,2,1,55.7,795.15,0,56.79642857142857
1065,943,23,1,0,3,90.05,2169.8,1,94.33913043478262
1066,907,47,1,1,1,19.65,973.1,0,20.70425531914894
1067,4381,24,1,0,2,89.25,2210.2,0,92.09166666666665
1068,2064,49,1,0,3,99.05,4853.75,1,99.0561224489796
1069,3110,20,1,2,1,54.0,1055.9,0,52.795
1070,3820,2,1,0,3,69.75,144.55,1,72.275
1071,2911,2,1,0,0,49.05,91.1,1,45.55
1072,4009,22,0,1,3,56.75,1304.85,0,59.31136363636363
1073,3843,7,1,0,3,98.05,713.0,1,101.85714285714286
1074,6689,1,1,0,1,21.1,21.1,0,21.1
1075,4064,59,1,0,3,96.65,5580.8,0,94.58983050847458
1076,836,58,1,2,0,24.5,1497.9,0,25.82586206896552
1077,596,41,1,0,3,114.5,4527.45,1,110.42560975609756
1078,3004,59,1,1,0,79.2,4590.35,0,77.80254237288136
1079,5605,3,1,0,2,69.55,200.2,0,66.73333333333333
1080,2233,32,1,1,3,20.05,614.45,0,19.2015625
1081,2298,46,1,0,2,98.85,4564.9,0,99.23695652173912
1082,6645,0,1,1,1,25.75,,0,
1083,799,2,1,0,2,80.95,171.15,1,85.575
1084,2122,52,1,2,0,19.6,1012.4,0,19.46923076923077
1085,5911,13,1,0,2,74.3,940.35,1,72.33461538461539
1086,5522,11,1,0,3,89.7,1047.7,1,95.24545454545455
1087,4354,32,1,0,3,87.65,2766.4,0,86.45
1088,2286,17,1,0,0,100.45,1622.45,1,95.43823529411765
1089,5747,16,1,0,0,74.75,1129.35,0,70.584375
1090,6832,51,1,2,3,107.45,5680.9,0,111.39019607843136
1091,4873,29,1,2,3,75.35,2243.9,0,77.37586206896552
1092,6188,70,1,1,0,64.95,4523.25,0,64.61785714285715
1093,1872,71,1,1,2,100.45,7159.7,0,100.84084507042253
1094,2866,41,1,2,3,68.5,2839.95,0,69.2670731707317
1095,6614,1,1,0,2,80.55,80.55,0,80.55
1096,5132,7,1,0,3,81.25,580.1,0,82.87142857142858
1097,4881,25,1,2,2,90.4,2178.6,1,87.14399999999999
1098,2011,67,1,2,2,89.55,6038.55,0,90.12761194029851
1099,2195,5,1,0,1,55.7,259.4,0,51.879999999999995
1100,1595,15,1,0,2,24.8,324.15,0,21.61
1101,1236,20,1,0,2,20.0,417.65,0,20.8825
1102,2382,3,1,0,1,56.15,168.15,1,56.050000000000004
1103,466,54,1,2,2,105.2,5637.85,0,104.40462962962964
1104,5431,42,1,2,1,19.55,839.4,0,19.985714285714284
1105,3570,9,1,0,2,79.75,769.1,0,85.45555555555556
1106,6802,63,1,1,3,97.45,6253.0,0,99.25396825396825
1107,2558,69,1,1,3,24.25,1641.8,0,23.794202898550726
1108,5541,69,1,1,0,24.6,1678.05,0,24.319565217391304
1109,3563,40,1,0,1,50.15,2058.5,0,51.4625
1110,5119,60,0,1,3,39.6,2424.5,0,40.40833333333333
1111,6375,4,1,0,3,94.4,387.2,1,96.8
1112,6533,71,1,1,1,89.85,6293.45,0,88.64014084507042
1113,1469,37,1,0,0,78.95,2839.65,1,76.7472972972973
1114,2433,32,1,0,0,98.85,3145.9,0,98.309375
1115,142,39,1,1,0,53.85,2200.7,0,56.42820512820512
1116,5503,38,1,2,2,24.25,914.4,0,24.063157894736843
1117,6537,52,1,1,0,89.45,4577.75,0,88.03365384615384
1118,3472,48,1,0,0,105.25,4997.5,0,104.11458333333333
1119,6836,70,0,1,3,59.5,4144.8,0,59.21142857142858
1120,3240,20,1,0,0,70.55,1493.55,0,74.6775
1121,5332,50,1,2,0,82.5,4179.1,0,83.58200000000001
1122,5776,19,0,2,0,44.85,893.55,1,47.02894736842105
1123,2172,25,1,2,3,61.6,1611.0,0,64.44
1124,270,12,1,0,3,49.05,593.05,0,49.42083333333333
1125,1087,39,1,0,2,105.65,4284.8,1,109.86666666666667
1126,4300,7,1,0,1,74.65,544.55,1,77.79285714285713
1127,2553,23,1,2,1,66.25,1533.8,0,66.68695652173913
1128,537,27,1,0,2,19.4,529.8,0,19.62222222222222
1129,1690,47,1,0,0,86.05,3865.6,0,82.2468085106383
1130,1998,26,1,1,0,19.15,515.75,0,19.83653846153846
1131,3916,14,1,0,3,64.7,941.0,1,67.21428571428571
1132,4331,11,1,0,3,104.05,1133.65,1,103.05909090909091
1133,1853,2,1,0,1,19.25,48.35,0,24.175
1134,4567,26,1,0,2,81.95,2070.05,0,79.6173076923077
1135,3351,72,1,1,3,114.65,8333.95,0,115.74930555555557
1136,1417,63,1,1,0,20.0,1209.25,0,19.194444444444443
1137,6545,71,1,1,1,19.8,1396.25,0,19.66549295774648
1138,1400,11,1,0,3,65.15,723.35,0,65.75909090909092
1139,4585,14,1,2,1,19.65,228.65,0,16.33214285714286
1140,2432,13,1,1,0,88.95,1161.75,0,89.36538461538461
1141,1504,6,1,0,1,20.2,98.35,0,16.391666666666666
1142,6558,11,1,0,0,75.2,775.3,0,70.48181818181818
1143,6685,18,1,0,0,56.8,1074.65,0,59.70277777777778
1144,3328,1,0,0,2,35.55,35.55,1,35.55
1145,3188,32,1,0,3,75.5,2324.7,0,72.646875
1146,3141,29,0,2,1,35.6,1072.6,0,36.98620689655172
1147,311,3,1,0,2,60.25,170.5,0,56.833333333333336
1148,4761,2,1,0,2,95.15,196.9,1,98.45
1149,2997,13,1,0,1,96.65,1162.85,1,89.44999999999999
1150,1132,41,0,0,2,40.35,1677.85,0,40.923170731707316
1151,2795,1,1,0,2,18.85,18.85,0,18.85
1152,6062,7,1,0,1,54.85,370.4,0,52.91428571428571
1153,2152,52,1,2,1,64.3,3410.6,0,65.58846153846153
1154,5507,45,1,1,3,24.65,1138.8,0,25.306666666666665
1155,3898,70,1,1,0,76.1,5264.25,0,75.20357142857142
1156,4612,53,1,1,1,18.7,1005.7,0,18.975471698113207
1157,2307,62,1,2,0,97.95,5936.55,0,95.7508064516129
1158,6798,60,1,0,0,94.1,5475.9,0,91.265
1159,2633,3,1,0,2,80.4,224.05,1,74.68333333333334
1160,6834,23,1,0,2,95.1,2326.05,0,101.13260869565218
1161,6265,1,0,0,1,31.35,31.35,1,31.35
1162,563,67,1,2,3,72.35,4991.5,0,74.5
1163,2103,12,1,0,3,89.75,1052.4,1,87.7
1164,3775,71,1,1,3,82.7,5831.2,0,82.12957746478872
1165,2572,25,1,2,0,19.9,510.8,0,20.432000000000002
1166,316,5,1,0,2,53.8,283.95,0,56.79
1167,4665,26,1,2,0,51.55,1295.4,0,49.823076923076925
1168,6699,1,1,2,1,19.65,19.65,0,19.65
1169,842,70,0,2,0,44.05,3011.65,0,43.02357142857143
1170,792,72,1,1,2,114.0,8093.15,0,112.4048611111111
1171,2044,60,1,2,2,94.4,5610.25,1,93.50416666666666
1172,3191,32,1,0,2,100.4,3217.65,0,100.5515625
1173,139,1,1,0,2,19.85,19.85,1,19.85
1174,5687,14,1,2,1,54.25,773.2,0,55.228571428571435
1175,3977,13,1,0,0,80.0,1029.35,0,79.18076923076923
1176,770,6,1,0,0,109.9,669.45,1,111.575
1177,3038,46,1,1,1,79.2,3593.8,0,78.12608695652175
1178,1854,15,1,0,2,101.35,1553.95,1,103.59666666666666
1179,6216,43,1,0,2,94.3,3953.15,0,91.93372093023255
1180,518,39,1,1,3,49.8,1971.15,0,50.542307692307695
1181,1034,21,1,0,3,60.05,1236.15,1,58.86428571428572
1182,6669,57,0,0,2,53.75,3196.0,0,56.07017543859649
1183,4635,53,1,2,2,93.45,4872.2,0,91.92830188679245
1184,4436,18,1,0,1,87.9,1500.5,0,83.36111111111111
1185,2235,1,1,0,2,60.15,60.15,1,60.15
1186,4269,58,1,2,3,61.05,3478.75,0,59.97844827586207
1187,2470,71,1,1,3,104.05,7413.55,0,104.41619718309859
1188,5271,35,1,2,2,99.25,3532.0,0,100.91428571428571
1189,2842,3,1,0,0,85.7,256.75,0,85.58333333333333
1190,6643,38,1,2,2,104.85,3887.25,0,102.29605263157895
1191,664,35,1,1,0,69.15,2490.15,0,71.14714285714285
1192,6197,7,1,0,2,90.45,593.45,1,84.77857142857144
1193,4476,47,1,1,1,74.45,3510.3,0,74.6872340425532
1194,2590,14,1,0,2,50.45,765.45,0,54.675000000000004
1195,3970,20,1,0,2,60.0,1259.35,0,62.967499999999994
1196,6726,66,1,1,2,85.25,5538.35,0,83.91439393939395
1197,350,15,1,0,0,19.45,340.85,0,22.723333333333336
1198,1755,42,1,1,3,20.75,844.45,0,20.10595238095238
1199,2863,17,1,0,2,78.9,1348.95,0,79.35000000000001
1200,6431,37,1,2,0,104.5,3778.0,0,102.10810810810811
1201,778,12,1,0,2,49.4,611.65,0,50.97083333333333
1202,5934,53,1,2,3,94.25,4867.95,1,91.84811320754717
1203,6827,60,1,1,1,25.0,1505.05,0,25.084166666666665
1204,1402,18,0,0,0,25.55,467.85,0,25.991666666666667
1205,3439,1,1,0,2,74.9,74.9,1,74.9
1206,2699,3,1,0,2,70.15,194.2,0,64.73333333333333
1207,3866,9,1,0,0,69.4,571.45,0,63.49444444444445
1208,3660,1,1,0,2,80.25,80.25,1,80.25
1209,6443,56,1,2,2,93.15,5253.95,0,93.82053571428571
1210,785,17,1,0,2,69.0,1149.65,1,67.62647058823529
1211,3097,11,1,0,2,66.35,740.8,1,67.34545454545454
1212,2832,7,1,0,2,69.55,521.35,0,74.47857142857143
1213,1136,69,1,1,3,20.2,1412.65,0,20.473188405797103
1214,6985,19,1,0,3,86.0,1532.45,1,80.65526315789474
1215,1022,3,1,0,2,80.3,250.05,1,83.35000000000001
1216,1979,54,1,1,0,20.4,1090.6,0,20.196296296296296
1217,2270,62,1,2,0,23.75,1446.8,0,23.335483870967742
1218,4393,24,1,0,0,90.55,2282.55,1,95.10625
1219,2091,62,1,0,0,70.45,4300.45,0,69.36209677419355
1220,6181,17,1,0,3,65.75,1111.2,0,65.36470588235295
1221,623,9,0,0,1,24.6,190.1,0,21.12222222222222
1222,4663,64,1,1,1,69.25,4447.75,0,69.49609375
1223,6990,2,1,0,2,75.9,143.35,1,71.675
1224,1479,1,1,0,1,45.85,45.85,1,45.85
1225,1953,16,0,0,2,49.95,810.2,1,50.6375
1226,5757,72,1,1,3,24.65,1830.05,0,25.41736111111111
1227,1707,30,1,2,3,90.4,2820.65,0,94.02166666666668
1228,5338,49,1,0,1,100.85,4847.35,0,98.92551020408165
1229,6938,61,1,1,0,75.35,4729.3,0,77.52950819672131
1230,1416,47,1,0,2,87.2,4017.45,0,85.47765957446808
1231,5471,20,1,0,0,64.4,1398.6,0,69.92999999999999
1232,3863,34,1,0,2,78.3,2564.3,1,75.42058823529412
1233,6149,70,1,1,3,24.7,1685.9,0,24.084285714285716
1234,1605,54,1,2,2,105.85,5826.65,0,107.90092592592592
1235,4273,61,1,2,1,98.3,6066.55,0,99.4516393442623
1236,5175,3,1,0,2,76.95,228.4,1,76.13333333333334
1237,5284,13,1,2,1,19.45,270.2,0,20.784615384615385
1238,404,16,1,0,2,96.15,1529.2,1,95.575
1239,1030,3,1,0,0,58.7,168.6,0,56.199999999999996
1240,2854,25,1,0,1,20.15,536.35,0,21.454
1241,302,30,1,0,1,64.5,1888.45,0,62.94833333333334
1242,1443,21,0,0,2,28.5,629.35,0,29.969047619047622
1243,6619,1,1,0,2,45.3,45.3,1,45.3
1244,1491,15,1,0,3,19.4,289.3,1,19.28666666666667
1245,2327,23,1,0,2,90.45,2117.25,0,92.05434782608695
1246,6303,45,1,0,2,105.15,4730.9,0,105.1311111111111
1247,2271,24,1,2,3,83.15,2033.05,0,84.71041666666666
1248,2910,11,1,0,2,90.15,987.95,1,89.81363636363636
1249,4338,1,1,0,1,45.05,45.05,1,45.05
1250,1732,56,1,1,3,103.2,5744.35,0,102.57767857142858
1251,2855,1,1,0,2,75.8,75.8,1,75.8
1252,4702,1,1,0,2,19.45,19.45,0,19.45
1253,2841,7,1,0,2,79.3,523.15,1,74.73571428571428
1254,3535,55,1,1,0,88.8,4805.3,0,87.36909090909091
1255,5159,2,0,0,2,30.9,59.05,1,29.525
1256,923,72,1,1,0,85.9,6110.75,0,84.87152777777777
1257,6072,45,0,2,2,34.2,1596.6,0,35.48
1258,490,47,1,1,1,20.15,1046.2,0,22.25957446808511
1259,3266,46,1,2,0,95.25,4424.2,1,96.17826086956521
1260,4497,2,1,0,1,50.3,92.75,0,46.375
1261,3315,2,1,0,2,80.15,194.55,0,97.275
1262,514,12,1,0,2,51.25,612.1,0,51.00833333333333
1263,5785,68,1,0,3,89.6,6127.6,1,90.11176470588236
1264,1533,69,1,1,0,95.2,6671.7,0,96.69130434782609
1265,2885,56,1,2,0,94.8,5264.3,0,94.00535714285715
1266,6186,4,1,0,2,80.25,303.7,0,75.925
1267,3511,64,1,1,3,76.1,4818.8,0,75.29375
1268,4056,59,1,2,2,110.15,6448.05,1,109.28898305084746
1269,2584,62,1,1,3,115.55,7159.05,0,115.46854838709677
1270,4858,63,1,1,0,24.65,1574.5,0,24.99206349206349
1271,5183,53,0,2,2,53.6,2879.2,0,54.32452830188679
1272,3339,5,1,0,1,19.45,86.05,0,17.21
1273,3808,49,1,0,2,88.2,4159.45,0,84.88673469387754
1274,5593,62,1,1,3,101.15,6638.35,0,107.07016129032259
1275,627,55,1,1,1,56.8,3112.05,0,56.582727272727276
1276,1165,71,1,1,2,99.4,7168.25,0,100.96126760563381
1277,5850,72,1,1,0,20.1,1326.25,0,18.42013888888889
1278,2974,36,0,2,0,60.7,2234.55,0,62.07083333333334
1279,831,25,1,2,3,20.95,495.15,0,19.805999999999997
1280,3786,72,1,1,3,114.85,8317.95,0,115.52708333333334
1281,3788,36,1,2,3,19.25,679.8,0,18.883333333333333
1282,5121,1,1,0,1,62.8,62.8,0,62.8
1283,6401,72,1,1,2,105.5,7544.0,0,104.77777777777777
1284,895,59,1,1,1,19.85,1188.25,0,20.139830508474578
1285,4470,7,1,0,2,89.5,676.7,1,96.67142857142858
1286,5343,1,1,2,0,74.1,74.1,0,74.1
1287,2137,30,1,0,2,107.5,3242.5,0,108.08333333333333
1288,1239,64,1,1,1,19.55,1240.15,0,19.37734375
1289,5484,63,1,2,3,68.8,4111.35,0,65.25952380952381
1290,3651,72,1,1,0,84.45,5899.85,0,81.94236111111111
1291,5608,8,1,0,2,75.0,632.95,1,79.11875
1292,3844,62,1,1,3,84.5,5193.2,0,83.76129032258065
1293,6919,67,1,1,3,111.2,7530.8,0,112.4
1294,3291,6,1,0,2,44.75,270.95,1,45.15833333333333
1295,2201,70,1,1,3,80.6,5460.2,0,78.00285714285714
1296,6993,20,1,0,3,80.7,1614.2,0,80.71000000000001
1297,2453,5,1,0,2,75.6,402.5,0,80.5
1298,6234,24,0,2,2,57.6,1367.75,0,56.989583333333336
1299,1869,11,1,0,2,44.05,483.7,1,43.97272727272727
1300,1745,72,1,1,0,110.6,7962.2,0,110.58611111111111
1301,6840,66,1,1,0,58.2,3810.8,0,57.73939393939394
1302,959,45,1,1,1,81.0,3533.6,0,78.52444444444444
1303,547,69,1,1,3,19.7,1396.9,0,20.244927536231884
1304,6912,15,1,0,3,85.6,1345.55,1,89.70333333333333
1305,2501,28,1,0,3,59.55,1646.45,0,58.801785714285714
1306,2417,70,1,2,0,115.55,8127.6,1,116.10857142857144
1307,3674,36,1,2,1,75.55,2680.15,0,74.44861111111112
1308,4180,16,1,0,2,86.6,1281.0,1,80.0625
1309,6281,18,1,0,2,85.2,1553.9,1,86.32777777777778
1310,3681,34,1,0,2,97.65,3207.55,1,94.33970588235294
1311,4155,42,0,2,0,45.1,2049.05,0,48.786904761904765
1312,3667,48,1,2,3,70.95,3629.2,0,75.60833333333333
1313,6927,47,1,0,2,109.55,5124.55,1,109.03297872340426
1314,3338,39,1,2,2,89.55,3474.45,1,89.08846153846153
1315,2413,11,1,1,0,20.9,202.3,0,18.39090909090909
1316,327,7,1,0,1,19.95,147.5,0,21.071428571428573
1317,5360,3,1,0,1,24.6,86.35,0,28.78333333333333
1318,3465,8,1,0,2,66.7,579.0,0,72.375
1319,4599,1,1,0,1,19.45,19.45,1,19.45
1320,2992,32,1,2,1,94.8,3131.55,0,97.8609375
1321,48,60,1,2,3,65.85,3928.3,0,65.47166666666666
1322,3252,10,1,0,3,19.95,187.75,0,18.775
1323,320,71,1,1,3,24.65,1710.15,0,24.086619718309862
1324,4581,4,1,0,1,20.35,76.35,1,19.0875
1325,6487,1,1,0,2,69.25,69.25,1,69.25
1326,3106,43,0,2,3,51.25,2151.6,0,50.03720930232558
1327,430,59,1,2,3,99.5,5961.1,1,101.035593220339
1328,1663,23,1,0,2,54.25,1221.55,0,53.11086956521739
1329,6623,72,1,1,3,19.4,1496.45,0,20.78402777777778
1330,819,22,1,2,0,56.25,1292.2,0,58.73636363636364
1331,3930,1,0,0,1,25.15,25.15,0,25.15
1332,805,69,1,1,3,23.95,1713.1,0,24.827536231884057
1333,6147,50,0,2,1,35.4,1748.9,0,34.978
1334,2831,1,0,0,2,25.2,25.2,1,25.2
1335,6471,2,1,0,1,45.0,96.45,1,48.225
1336,4691,15,1,0,3,75.35,1114.55,0,74.30333333333333
1337,6304,31,1,1,3,20.4,609.1,0,19.648387096774194
1338,3882,1,1,0,1,20.15,20.15,1,20.15
1339,3657,66,1,0,0,105.0,7133.25,1,108.07954545454545
1340,2765,0,0,1,0,56.05,,0,
1341,4554,3,1,0,0,54.7,169.45,1,56.48333333333333
1342,213,8,1,1,1,20.0,141.6,0,17.7
1343,1361,64,1,2,0,73.05,4688.65,0,73.26015625
1344,3522,28,1,0,1,20.5,563.05,0,20.10892857142857
1345,2684,57,1,2,0,100.75,5985.0,0,105.0
1346,5779,14,1,0,2,87.25,1258.6,1,89.89999999999999
1347,5657,19,1,1,1,19.95,373.5,0,19.657894736842106
1348,1466,10,1,0,2,79.95,857.2,1,85.72
1349,982,51,0,0,2,49.65,2553.35,0,50.0656862745098
1350,2729,67,1,1,1,65.65,4322.85,0,64.52014925373135
1351,3227,11,1,0,2,20.45,250.8,0,22.8
1352,5440,72,0,1,3,60.95,4549.05,0,63.181250000000006
1353,4092,66,1,2,2,20.35,1359.5,0,20.598484848484848
1354,6418,18,1,0,2,88.35,1639.3,1,91.07222222222222
1355,6506,9,1,0,2,19.5,178.85,0,19.87222222222222
1356,904,9,1,0,0,75.2,633.85,0,70.42777777777778
1357,3147,48,1,0,3,111.45,5315.1,0,110.73125
1358,2632,10,1,0,1,70.15,735.5,0,73.55
1359,1207,9,1,0,2,94.75,889.9,1,98.87777777777778
1360,352,13,1,0,2,95.05,1290.0,1,99.23076923076923
1361,827,4,1,0,2,78.45,330.05,1,82.5125
1362,2593,4,1,0,2,70.2,237.95,1,59.4875
1363,6493,72,1,1,3,92.0,6474.4,0,89.92222222222222
1364,6817,51,1,1,0,85.5,4421.95,0,86.70490196078431
1365,4870,59,0,0,3,41.05,2452.7,1,41.57118644067796
1366,5496,10,1,0,2,85.6,813.85,1,81.385
1367,4908,61,1,0,2,82.15,4904.85,0,80.40737704918034
1368,5399,54,1,2,2,84.4,4484.05,0,83.03796296296296
1369,3044,33,1,0,1,60.9,2033.85,0,61.631818181818176
1370,6226,27,1,1,3,20.25,538.2,0,19.933333333333334
1371,3365,1,1,0,2,79.2,79.2,1,79.2
1372,4597,23,1,0,1,95.3,2192.9,0,95.34347826086957
1373,457,1,1,0,1,19.85,19.85,0,19.85
1374,4791,45,1,1,1,84.35,3858.05,0,85.73444444444445
1375,6110,39,1,1,3,19.85,854.8,0,21.91794871794872
1376,76,5,1,2,1,70.0,347.4,1,69.47999999999999
1377,4196,72,1,1,3,82.3,5815.15,0,80.76597222222222
1378,6248,58,1,0,3,66.8,3970.4,0,68.45517241379311
1379,1776,70,0,1,3,44.6,3058.15,0,43.68785714285715
1380,5044,61,1,2,3,98.45,6145.2,0,100.74098360655738
1381,837,2,1,0,1,70.7,129.2,0,64.6
1382,6761,46,1,2,1,24.95,1165.9,0,25.345652173913045
1383,5383,1,1,0,3,49.95,49.95,1,49.95
1384,2238,22,1,0,2,69.25,1554.0,1,70.63636363636364
1385,936,48,1,1,0,102.5,4904.25,0,102.171875
1386,1923,64,1,1,0,86.55,5632.55,0,88.00859375
1387,991,72,1,1,3,24.3,1643.25,0,22.822916666666668
1388,5080,12,1,0,0,58.35,740.55,0,61.7125
1389,4408,34,1,0,2,94.25,3217.55,1,94.63382352941177
1390,6981,72,1,1,0,68.75,4888.2,0,67.89166666666667
1391,7041,29,1,0,2,85.8,2440.25,0,84.14655172413794
1392,1555,33,1,2,0,20.1,620.55,0,18.804545454545455
1393,3159,1,1,0,1,20.35,20.35,0,20.35
1394,5412,62,1,2,2,110.8,6840.95,0,110.33790322580644
1395,2753,41,1,2,2,73.0,3001.2,1,73.19999999999999
1396,388,64,1,2,0,100.05,6254.2,1,97.721875
1397,5367,4,1,0,0,82.85,319.6,0,79.9
1398,4545,24,1,0,2,84.35,1938.05,0,80.75208333333333
1399,2894,14,1,2,1,19.55,294.5,0,21.035714285714285
1400,5629,3,1,0,1,19.95,58.3,0,19.433333333333334
1401,4329,4,1,0,0,99.8,442.85,1,110.7125
1402,3895,18,0,0,2,35.0,553.0,1,30.72222222222222
1403,5976,8,1,0,2,66.25,546.45,0,68.30625
1404,2499,35,1,1,3,23.3,797.1,0,22.774285714285714
1405,4459,1,1,0,2,76.0,76.0,1,76.0
1406,1863,66,1,1,0,25.3,1673.8,0,25.36060606060606
1407,5425,8,0,1,1,44.55,343.45,0,42.93125
1408,4894,71,1,2,0,104.1,7412.25,0,104.39788732394366
1409,1619,43,1,0,3,92.55,4039.0,0,93.93023255813954
1410,4748,2,1,0,2,93.85,170.85,1,85.425
1411,914,29,1,0,3,101.45,2948.6,0,101.67586206896551
1412,6948,15,1,0,2,84.3,1308.4,1,87.22666666666667
1413,686,65,1,1,0,94.55,6078.75,0,93.51923076923077
1414,4010,35,1,0,2,95.5,3418.2,0,97.66285714285713
1415,6268,64,1,2,0,100.3,6603.8,0,103.184375
1416,3477,58,0,1,0,55.5,3166.9,0,54.601724137931036
1417,2466,18,1,0,0,49.85,865.75,0,48.09722222222222
1418,2836,67,1,0,3,89.55,6373.1,0,95.12089552238807
1419,5524,63,1,1,1,19.15,1177.05,0,18.683333333333334
1420,2739,60,1,0,2,99.8,5985.75,0,99.7625
1421,474,9,1,0,0,84.4,732.5,1,81.38888888888889
1422,2116,70,1,1,0,113.05,7869.05,0,112.415
1423,811,15,1,0,2,101.1,1504.05,1,100.27
1424,2623,48,1,2,1,19.95,936.7,0,19.514583333333334
1425,3812,12,1,0,2,74.15,741.4,0,61.78333333333333
1426,157,71,1,2,2,92.0,6585.2,0,92.74929577464789
1427,1128,44,1,0,2,73.85,3122.4,0,70.96363636363637
1428,3402,1,1,0,2,50.45,50.45,1,50.45
1429,6235,45,1,1,1,24.45,1088.25,0,24.183333333333334
1430,1023,23,1,2,0,24.8,615.35,0,26.754347826086956
1431,6728,43,1,2,3,64.85,2908.2,0,67.63255813953488
1432,6667,35,1,0,3,20.75,739.9,0,21.14
1433,5096,9,1,0,1,68.95,593.85,0,65.98333333333333
1434,810,12,1,0,1,99.95,1132.75,1,94.39583333333333
1435,2864,65,1,0,0,109.4,7227.45,0,111.19153846153846
1436,5860,2,1,0,2,91.4,193.6,1,96.8
1437,1523,27,1,0,1,49.0,1291.35,0,47.827777777777776
1438,4284,40,1,2,1,50.25,2023.55,0,50.58875
1439,1494,5,1,0,0,75.55,349.65,1,69.92999999999999
1440,3640,8,1,2,0,19.9,153.95,0,19.24375
1441,5574,58,1,2,3,97.8,5458.8,0,94.11724137931034
1442,6523,52,1,2,2,100.3,5244.45,0,100.85480769230769
1443,2325,3,1,0,1,55.8,154.55,0,51.51666666666667
1444,5315,41,1,1,2,111.15,4507.15,0,109.93048780487804
1445,5182,20,1,0,1,98.55,2031.95,0,101.5975
1446,6022,1,1,0,2,50.05,50.05,0,50.05
1447,3606,4,1,0,0,80.8,332.45,1,83.1125
1448,140,23,1,0,2,20.85,473.9,0,20.604347826086954
1449,2614,6,1,0,3,19.5,106.8,0,17.8
1450,294,8,1,0,1,19.35,152.6,0,19.075
1451,5572,18,1,0,1,69.5,1199.4,0,66.63333333333334
1452,3826,52,0,0,0,48.8,2555.05,0,49.135576923076925
1453,5357,31,1,0,2,94.5,2979.2,0,96.1032258064516
1454,4442,29,1,0,1,20.65,654.85,0,22.58103448275862
1455,3321,36,1,1,0,106.05,3834.4,0,106.51111111111112
1456,614,16,1,0,2,100.0,1534.75,1,95.921875
1457,2015,42,1,2,2,108.3,4586.15,0,109.19404761904761
1458,2526,1,1,0,2,20.55,20.55,1,20.55
1459,3422,60,1,1,2,99.65,5941.05,0,99.0175
1460,6200,5,1,0,2,85.3,424.15,1,84.83
1461,4690,22,1,0,0,95.9,2234.95,0,101.58863636363635
1462,1190,36,1,2,1,20.0,666.75,0,18.520833333333332
1463,381,4,1,0,2,70.4,281.0,1,70.25
1464,7027,9,1,0,1,64.95,547.8,0,60.86666666666666
1465,2324,1,1,0,0,74.6,74.6,0,74.6
1466,510,12,1,0,2,49.2,571.15,0,47.59583333333333
1467,3060,23,1,2,1,73.75,1756.6,0,76.37391304347825
1468,211,62,1,2,3,92.3,5731.45,0,92.44274193548387
1469,6987,37,1,0,3,98.8,3475.55,1,93.9337837837838
1470,3251,8,1,0,1,19.2,156.85,0,19.60625
1471,5854,31,1,0,0,88.65,2683.2,0,86.55483870967741
1472,1016,13,1,0,0,74.4,896.75,1,68.98076923076923
1473,1818,24,1,0,2,98.75,2407.3,1,100.30416666666667
1474,870,45,1,0,3,95.95,4456.65,0,99.03666666666666
1475,5275,69,1,1,0,105.4,6998.95,0,101.4340579710145
1476,4119,2,1,0,1,20.25,36.8,0,18.4
1477,6848,61,1,2,2,106.0,6547.7,1,107.33934426229509
1478,5335,41,1,0,2,104.7,4346.4,1,106.00975609756097
1479,2397,44,0,2,2,49.05,2265.0,0,51.47727272727273
1480,4956,39,0,2,1,35.55,1309.15,0,33.56794871794872
1481,5162,72,0,1,0,65.1,4754.3,0,66.03194444444445
1482,1421,13,1,0,2,96.85,1235.55,0,95.04230769230769
1483,5790,51,1,2,0,69.75,3562.5,0,69.8529411764706
1484,3299,71,1,1,2,99.2,7213.75,0,101.60211267605634
1485,2927,22,1,0,2,96.7,2082.95,1,94.67954545454545
1486,3448,2,1,0,0,55.05,102.75,1,51.375
1487,5788,56,1,2,2,106.8,5914.4,0,105.61428571428571
1488,1459,1,1,0,1,51.25,51.25,0,51.25
